plate,well_id,treatment,day0_area_mm,day1_area_mm,day2_area_mm,day3_area_mm,day4_area_mm,day5_area_mm,day6_area_mm,day7_area_mm,day8_area_mm,day9_area_mm,day10_area_mm,RGR,PG,0.046
13,a2,W_Y_ODR,229.747,,,,,,,,,,976.005,6.339769839,3.24817299,
21,a6,TF_N_H,331.683,,,,,,,,,,1409.532,6.670595044,3.249635948,
32,b5,LR_Y_KF,203.918,,,,,,,,,,867.146,6.233435564,3.252424994,
37,c4,TF_Y_N,207.023,,,,,,,,,,880.808,6.247556678,3.254638374,
2,c1,DR_Y_KF,297.367,,,,,,,,,,1265.46,6.573694265,3.25554954,
29,c6,DR_N_ODR,213.233,,,,,,,,,,908.109,6.275125869,3.258763887,
36,c1,DR_N_ODR,213.118,,,,,,,,,,908.822,6.275964655,3.264407511,
26,a6,TF_Y_ODR,153.525,,,,,,,,,,654.902,5.981099264,3.26576779,
30,c6,UM_Y_KF,246.882,,,,,,,,,,1055.194,6.410588866,3.274082355,
16,a6,TF_N_N,133.262,,,,,,,,,,569.779,5.856016855,3.275629962,
30,a2,LR_Y_N,199.226,,,,,,,,,,852.15,6.218318582,3.277303163,
40,a3,TF_N_N,238.763,,,,,,,,,,1022.856,6.382806851,3.283980349,
28,b5,LR_N_ODR,229.586,,,,,,,,,,983.733,6.34772675,3.284812663,
12,d6,M_Y_KF,169.096,,,,,,,,,,724.546,6.072498592,3.284820457,
11,c6,LR_N_ODR,200.123,,,,,,,,,,857.578,6.224218919,3.285254568,
15,c4,DR_N_H,148.074,,,,,,,,,,634.754,5.953466307,3.286735011,
25,c3,DR_Y_N,213.302,,,,,,,,,,914.457,6.282059546,3.287146862,
5,d4,W_N_ODR,270.917,,,,,,,,,,1162.167,6.497860395,3.28975295,
9,d5,LR_N_N,123.832,,,,,,,,,,531.714,5.79421317,3.293833581,
16,b1,W_N_ODR,173.443,,,,,,,,,,744.74,6.097450263,3.293860231,
22,b5,LR_Y_N,186.346,,,,,,,,,,800.515,6.162494754,3.295852876,
9,b1,W_Y_H,269.376,,,,,,,,,,1157.59,6.494484719,3.297301913,
10,c1,TF_Y_N,295.895,,,,,,,,,,1272.958,6.580098139,3.302059852,
24,c5,M_Y_N,186.622,,,,,,,,,,803.344,6.165874498,3.304658615,
28,c3,W_Y_H,242.788,,,,,,,,,,1045.58,6.403108171,3.306555513,
16,b3,LR_N_ODR,145.176,,,,,,,,,,626.98,5.943119962,3.318757921,
34,d6,TF_Y_KF,190.463,,,,,,,,,,822.618,6.187546142,3.319043594,
6,a6,DR_N_H,171.925,,,,,,,,,,742.831,6.095762729,3.320668896,
21,d4,UM_Y_KF,161.759,,,,,,,,,,699.108,6.041194479,3.321910991,
39,a5,UM_N_N,180.711,,,,,,,,,,781.563,6.141605854,3.324933181,
34,d4,DR_Y_KF,216.499,,,,,,,,,,936.698,6.304602332,3.326569638,
2,a2,DR_N_H,204.332,,,,,,,,,,884.258,6.252774263,3.327555155,
24,a5,M_Y_ODR,150.282,,,,,,,,,,650.647,5.9767159,3.329507193,
18,c6,TF_Y_N,212.083,,,,,,,,,,921.311,6.290099885,3.344105845,
14,c1,UM_N_N,222.594,,,,,,,,,,967.955,6.33465065,3.348522422,
21,b1,W_Y_N,202.147,,,,,,,,,,880.647,6.249757349,3.356468313,
5,c6,UM_Y_KF,187.45,,,,,,,,,,816.753,6.181985509,3.357177914,
25,a1,M_Y_H,134.435,,,,,,,,,,585.787,5.882848161,3.357399487,
28,a5,LR_N_KF,175.605,,,,,,,,,,765.394,6.123567018,3.358611657,
14,a6,LR_N_ODR,163.231,,,,,,,,,,712.632,6.059448521,3.365788361,
31,b5,W_Y_KF,161.966,,,,,,,,,,707.825,6.053458244,3.370207327,
21,c2,W_N_ODR,209.139,,,,,,,,,,914.756,6.284357453,3.373914,
38,c6,W_Y_N,160.977,,,,,,,,,,704.996,6.050065979,3.379482783,
6,a5,DR_Y_H,153.18,,,,,,,,,,671.6,6.006501555,3.384384384,
8,c1,TF_N_H,198.789,,,,,,,,,,871.838,6.241379231,3.38574569,
13,d5,DR_Y_N,250.654,,,,,,,,,,1100.343,6.450969878,3.389888053,
28,d1,DR_Y_N,270.388,,,,,,,,,,1190.595,6.522222665,3.40328343,
23,a6,DR_Y_N,246.951,,,,,,,,,,1088.13,6.441296912,3.406258731,
4,c2,TF_N_N,195.615,,,,,,,,,,863.075,6.232886749,3.412110523,
3,b6,LR_Y_H,175.352,,,,,,,,,,775.468,6.13678718,3.422350472,
29,d3,M_N_N,152.283,,,,,,,,,,673.693,6.010200454,3.423954085,
14,b2,UM_Y_KF,147.844,,,,,,,,,,654.672,5.98451858,3.428126945,
9,a5,LR_N_ODR,154.215,,,,,,,,,,682.893,6.022503412,3.428187919,
18,a6,TF_Y_H,173.075,,,,,,,,,,766.613,6.126609608,3.429368771,
36,a3,TF_Y_H,302.082,,,,,,,,,,1339.428,6.628928086,3.433988122,
40,c4,TF_Y_ODR,240.189,,,,,,,,,,1065.475,6.423033377,3.435985828,
35,b3,LR_N_KF,199.778,,,,,,,,,,886.282,6.257314509,3.436334331,
29,c2,W_Y_ODR,299.322,,,,,,,,,,1330.044,6.622815312,3.443522361,
5,c4,W_N_KF,207.529,,,,,,,,,,922.369,6.293418252,3.444530644,
29,c1,W_N_ODR,172.247,,,,,,,,,,765.716,6.125918394,3.445453332,
40,b4,TF_Y_KF,206.586,,,,,,,,,,919.126,6.290351539,3.449120463,
12,d2,W_Y_KF,312.363,,,,,,,,,,1390.442,6.662960364,3.451365879,
29,a5,DR_Y_H,233.542,,,,,,,,,,1039.623,6.401277233,3.451546189,
30,a3,TF_N_N,212.313,,,,,,,,,,945.668,6.316085396,3.45412198,
18,c1,UM_Y_N,165.094,,,,,,,,,,735.793,6.090297328,3.456812483,
40,c6,DR_Y_ODR,212.589,,,,,,,,,,948.451,6.318894055,3.461430272,
2,b1,DR_Y_ODR,167.9,,,,,,,,,,749.708,6.107346941,3.465205479,
18,d1,UM_Y_KF,146.027,,,,,,,,,,652.372,5.982235798,3.467475193,
34,a3,DR_N_H,218.017,,,,,,,,,,974.878,6.343855031,3.471568731,
8,d1,TF_N_KF,249.32,,,,,,,,,,1115.454,6.465143055,3.47398524,
9,c2,W_N_KF,188.324,,,,,,,,,,843.134,6.213309513,3.47703957,
22,b6,LR_N_N,160.034,,,,,,,,,,717.071,6.06763623,3.480741592,
19,c2,DR_N_N,203.987,,,,,,,,,,914.342,6.286399054,3.482354268,
11,b5,LR_Y_KF,209.277,,,,,,,,,,938.446,6.309859442,3.484229036,
20,c3,W_Y_ODR,198.973,,,,,,,,,,892.791,6.265035597,3.486995723,
13,a5,DR_Y_ODR,241.592,,,,,,,,,,1084.151,6.439827436,3.487528561,
8,a1,TF_N_N,194.373,,,,,,,,,,872.321,6.244179576,3.487871258,
11,a2,UM_N_H,204.953,,,,,,,,,,919.839,6.291920586,3.488048479,
5,d5,UM_N_ODR,184.253,,,,,,,,,,827.31,6.196548492,3.490076145,
3,c1,M_Y_N,185.334,,,,,,,,,,834.923,6.205123545,3.504964011,
36,a5,W_N_H,256.312,,,,,,,,,,1154.761,6.49700913,3.505294329,
4,b4,W_Y_KF,232.254,,,,,,,,,,1046.477,6.408401404,3.505743712,
8,c6,LR_N_H,177.675,,,,,,,,,,801.067,6.167948985,3.508608414,
27,a3,M_N_N,204.332,,,,,,,,,,921.932,6.294496856,3.511931562,
5,a5,UM_N_H,189.497,,,,,,,,,,855.14,6.226827879,3.512683578,
15,a3,DR_Y_KF,285.89,,,,,,,,,,1292.393,6.598690106,3.520595334,
4,d2,TF_N_ODR,295.32,,,,,,,,,,1338.738,6.630676707,3.53317757,
19,c4,LR_Y_N,207.575,,,,,,,,,,941.436,6.313857097,3.535401662,
29,b5,DR_Y_KF,226.136,,,,,,,,,,1027.318,6.392593143,3.542921074,
3,d6,LR_Y_KF,162.955,,,,,,,,,,740.324,6.097740519,3.543119266,
17,a5,W_N_ODR,145.153,,,,,,,,,,659.502,5.993706169,3.543495484,
14,b5,LR_Y_KF,149.132,,,,,,,,,,677.902,6.018519553,3.545650833,
13,b1,W_N_H,241.776,,,,,,,,,,1101.838,6.455933806,3.557267884,
15,a2,M_Y_KF,131.928,,,,,,,,,,601.542,5.911270726,3.559623431,
26,d1,LR_N_H,204.815,,,,,,,,,,934.789,6.308110122,3.564065132,
23,b1,UM_Y_H,192.073,,,,,,,,,,878.784,6.252751583,3.575260448,
35,b2,M_N_KF,224.917,,,,,,,,,,1029.848,6.395593353,3.578791287,
16,a4,LR_Y_N,232.438,,,,,,,,,,1065.728,6.42655106,3.58499901,
4,d6,DR_N_ODR,203.32,,,,,,,,,,933.225,6.30716822,3.589932127,
15,a5,UM_N_KF,126.776,,,,,,,,,,582.636,5.88332046,3.595791001,
3,a4,UM_N_ODR,179.078,,,,,,,,,,823.584,6.194883402,3.599023889,
4,d3,W_N_ODR,255.369,,,,,,,,,,1176.036,6.515633784,3.605241827,
38,b6,W_Y_ODR,172.27,,,,,,,,,,793.868,6.162010899,3.608277704,
12,a4,TF_Y_ODR,192.073,,,,,,,,,,886.328,6.261299534,3.614537181,
19,a3,LR_N_ODR,202.653,,,,,,,,,,935.364,6.309786243,3.615594144,
38,a1,DR_N_H,244.996,,,,,,,,,,1131.876,6.481507524,3.619977469,
8,b5,LR_Y_ODR,220.041,,,,,,,,,,1018.095,6.386307124,3.62684227,
2,d2,DR_N_N,157.642,,,,,,,,,,729.905,6.086881725,3.630142982,
37,b2,LR_N_ODR,155.319,,,,,,,,,,719.279,6.073701215,3.630978824,
32,c5,LR_Y_H,153.433,,,,,,,,,,710.861,6.063150512,3.633038525,
32,a4,TF_Y_N,198.49,,,,,,,,,,920.299,6.295624745,3.636500579,
23,c5,DR_N_KF,211.991,,,,,,,,,,983.112,6.355068668,3.63751763,
9,c4,UM_N_KF,198.421,,,,,,,,,,921.472,6.296933288,3.644024574,
21,a3,UM_N_H,216.66,,,,,,,,,,1006.503,6.376404295,3.645541401,
38,a2,DR_Y_H,214.82,,,,,,,,,,998.959,6.36973369,3.650214133,
40,d6,DR_Y_H,165.462,,,,,,,,,,769.879,6.135359204,3.652905199,
20,b4,W_N_KF,269.698,,,,,,,,,,1254.926,6.575101604,3.653078629,
21,d5,TF_Y_KF,167.923,,,,,,,,,,782.161,6.149710048,3.657855088,
14,d1,UM_N_H,228.137,,,,,,,,,,1062.876,6.425739088,3.658937393,
9,c3,UM_Y_KF,241.615,,,,,,,,,,1126.632,6.478253375,3.662922418,
32,c4,TF_Y_H,168.337,,,,,,,,,,785.243,6.153396432,3.664708293,
33,b4,LR_Y_H,136.068,,,,,,,,,,635.536,5.963153261,3.670723462,
2,c4,UM_N_KF,192.418,,,,,,,,,,899.162,6.27549621,3.672961989,
17,a4,DR_N_ODR,185.012,,,,,,,,,,864.639,6.24027001,3.673421183,
26,b3,W_Y_N,169.878,,,,,,,,,,794.328,6.163988421,3.675873274,
4,d5,DR_Y_ODR,242.558,,,,,,,,,,1134.383,6.484720084,3.676749478,
9,a1,W_Y_ODR,221.122,,,,,,,,,,1034.793,6.402085227,3.679737882,
13,c1,W_N_KF,217.258,,,,,,,,,,1017.589,6.387082824,3.683781495,
26,c1,LR_N_KF,133.653,,,,,,,,,,626.06,5.949921524,3.684219584,
21,c3,UM_N_ODR,175.789,,,,,,,,,,823.837,6.197044254,3.686510533,
22,a4,DR_N_ODR,209.576,,,,,,,,,,982.629,6.355722989,3.688652327,
37,d5,UM_Y_H,168.13,,,,,,,,,,788.394,6.157524216,3.689192886,
27,c5,TF_Y_ODR,234.922,,,,,,,,,,1101.723,6.458705243,3.689739573,
1,d4,M_N_N,143.267,,,,,,,,,,671.945,6.01370549,3.690158934,
16,d3,LR_N_H,123.096,,,,,,,,,,577.576,5.877543582,3.692077728,
4,b3,W_N_KF,239.338,,,,,,,,,,1123.021,6.475989977,3.69219681,
15,c3,DR_Y_H,149.868,,,,,,,,,,703.524,6.0551265,3.694290976,
27,c6,TF_N_ODR,257.945,,,,,,,,,,1210.904,6.543847829,3.694427107,
39,d5,UM_N_KF,130.64,,,,,,,,,,613.64,5.932163892,3.697183099,
19,a4,LR_Y_ODR,193.545,,,,,,,,,,909.351,6.286180154,3.698395722,
13,d4,M_N_N,173.075,,,,,,,,,,813.832,6.186381454,3.702192691,
20,b5,TF_Y_KF,225.699,,,,,,,,,,1061.473,6.42549262,3.703046978,
33,c6,UM_Y_N,194.649,,,,,,,,,,916.458,6.293396446,3.708259482,
17,b5,W_N_KF,248.998,,,,,,,,,,1172.563,6.515202744,3.709126178,
25,a4,DR_N_H,251.16,,,,,,,,,,1182.936,6.523145744,3.70989011,
1,d6,TF_N_N,224.756,,,,,,,,,,1058.736,6.423329486,3.710601719,
12,a5,M_N_ODR,134.136,,,,,,,,,,632.477,5.959758435,3.715192044,
38,c4,M_Y_N,147.568,,,,,,,,,,696.095,6.046057237,3.717113466,
29,a6,DR_N_H,292.928,,,,,,,,,,1381.955,6.663261758,3.717729271,
35,d2,M_N_H,189.566,,,,,,,,,,894.332,6.271603346,3.717786945,
10,d3,DR_Y_KF,290.766,,,,,,,,,,1371.95,6.656736482,3.718398988,
37,c6,UM_N_N,143.405,,,,,,,,,,676.867,6.020907519,3.719967923,
15,b2,M_Y_ODR,150.627,,,,,,,,,,711.804,6.066321934,3.725606963,
12,d1,W_N_KF,282.486,,,,,,,,,,1335.265,6.632522154,3.72683602,
4,b5,DR_Y_KF,216.775,,,,,,,,,,1025.064,6.394624334,3.728700265,
35,b1,M_Y_KF,204.838,,,,,,,,,,969.772,6.34483905,3.734336402,
29,b2,W_Y_KF,242.121,,,,,,,,,,1146.596,6.495609072,3.735632184,
30,d5,UM_N_H,188.14,,,,,,,,,,893.113,6.270994476,3.747066015,
4,c1,TF_Y_N,224.618,,,,,,,,,,1067.89,6.4319999,3.754249437,
8,d4,DR_N_KF,225.147,,,,,,,,,,1070.65,6.434345867,3.755337624,
7,c1,W_Y_H,180.067,,,,,,,,,,857.325,6.234484176,3.761144463,
27,a2,UM_N_N,214.245,,,,,,,,,,1020.326,6.391165441,3.762426194,
40,b1,W_N_KF,209.645,,,,,,,,,,1000.638,6.373851513,3.773011519,
24,c1,TF_Y_N,162.104,,,,,,,,,,773.766,6.142445692,3.773269012,
3,b1,M_Y_H,94.093,,,,,,,,,,449.144,5.652915184,3.773405035,
10,b6,M_N_H,144.762,,,,,,,,,,691.334,6.041113963,3.775659358,
18,d5,TF_N_KF,243.708,,,,,,,,,,1166.192,6.51190194,3.785201963,
28,b6,LR_Y_ODR,187.772,,,,,,,,,,902.152,6.281260174,3.804507594,
21,c4,UM_Y_ODR,225.929,,,,,,,,,,1086.796,6.448967118,3.810343072,
18,a3,M_Y_H,173.834,,,,,,,,,,836.234,6.213098396,3.810531887,
31,d3,UM_Y_H,178.02,,,,,,,,,,856.382,6.234526948,3.810594315,
26,b2,LR_Y_N,166.865,,,,,,,,,,804.517,6.178523587,3.821364576,
33,b2,W_N_H,216.729,,,,,,,,,,1045.258,6.414154251,3.822880187,
24,b4,LR_N_H,148.304,,,,,,,,,,715.346,6.07283992,3.823511166,
25,c2,M_N_N,153.916,,,,,,,,,,742.693,6.10664207,3.825313808,
28,c5,LR_N_H,185.035,,,,,,,,,,893.642,6.273250748,3.829583592,
6,c5,DR_Y_KF,179.791,,,,,,,,,,869.906,6.249205653,3.838429065,
30,b2,LR_Y_ODR,184.092,,,,,,,,,,890.79,6.270565146,3.838830585,
5,b1,TF_Y_N,173.834,,,,,,,,,,841.869,6.219814338,3.84294787,
17,a2,LR_Y_ODR,186.852,,,,,,,,,,906.315,6.286355242,3.850443131,
18,b5,TF_N_ODR,175.398,,,,,,,,,,852.196,6.23111078,3.85864149,
23,c6,DR_Y_KF,170.729,,,,,,,,,,830.254,6.207723928,3.862993399,
13,b4,M_N_H,131.1,,,,,,,,,,638.296,5.971206087,3.86877193,
24,d4,LR_N_KF,230.414,,,,,,,,,,1123.159,6.479912761,3.874525853,
23,a2,UM_N_N,126.868,,,,,,,,,,618.516,5.943008343,3.875271936,
14,b3,TF_N_KF,153.962,,,,,,,,,,751.272,6.118097188,3.879593666,
18,d2,UM_N_KF,204.516,,,,,,,,,,998.2,6.373889036,3.880791723,
36,b3,TF_Y_KF,248.009,,,,,,,,,,1211.686,6.548421554,3.885653343,
39,b2,LR_N_ODR,125.304,,,,,,,,,,612.582,5.934608533,3.88876652,
5,c5,UM_N_KF,149.017,,,,,,,,,,728.686,6.090836873,3.889952153,
40,b3,TF_N_KF,145.084,,,,,,,,,,710.378,6.068065934,3.896322131,
5,c3,W_Y_KF,230.23,,,,,,,,,,1127.506,6.483855512,3.897302697,
31,c6,W_N_ODR,190.624,,,,,,,,,,935.157,6.260316648,3.905767375,
24,a1,TF_Y_ODR,242.052,,,,,,,,,,1190.089,6.532868115,3.916666667,
33,d5,UM_N_KF,215.372,,,,,,,,,,1059.38,6.428202434,3.918838103,
10,a4,DR_N_ODR,195.247,,,,,,,,,,962.067,6.341657552,3.927435505,
39,a2,LR_N_N,115.644,,,,,,,,,,570.446,5.87136686,3.932776452,
15,a1,M_N_KF,90.436,,,,,,,,,,446.292,5.650509204,3.934893184,
36,b1,DR_N_KF,244.95,,,,,,,,,,1208.811,6.5472871,3.934929577,
25,c5,UM_Y_N,170.66,,,,,,,,,,844.468,6.224739516,3.948247978,
30,c4,TF_Y_KF,218.868,,,,,,,,,,1083.898,6.449472201,3.952290879,
20,c2,UM_N_ODR,217.304,,,,,,,,,,1078.378,6.44508361,3.962531753,
14,a3,TF_N_ODR,146.05,,,,,,,,,,724.845,6.087562936,3.962992126,
7,b5,M_Y_KF,166.704,,,,,,,,,,828.046,6.20744673,3.967163355,
31,c5,W_Y_ODR,149.431,,,,,,,,,,743.268,6.110373205,3.973987994,
11,d4,DR_Y_N,226.389,,,,,,,,,,1127.552,6.485578714,3.980595347,
12,a6,M_Y_ODR,144.44,,,,,,,,,,719.486,6.081250649,3.981210191,
4,a2,TF_N_H,211.508,,,,,,,,,,1054.09,6.425006832,3.98368856,
26,a4,W_N_ODR,171.626,,,,,,,,,,856.106,6.237862431,3.988206915,
6,d4,LR_Y_ODR,234.094,,,,,,,,,,1168.745,6.518113528,3.992631165,
22,d5,LR_Y_KF,211.278,,,,,,,,,,1055.01,6.425988044,3.993468321,
19,d4,LR_Y_KF,164.312,,,,,,,,,,821.284,6.200692263,3.998320269,
3,a5,LR_N_ODR,205.183,,,,,,,,,,1026.49,6.401510268,4.002802376,
15,d6,UM_Y_N,94.806,,,,,,,,,,474.812,5.707735666,4.008248423,
18,d4,M_N_KF,205.091,,,,,,,,,,1028.537,6.403547305,4.015027476,
7,c2,W_N_H,143.727,,,,,,,,,,720.843,6.083629794,4.015362458,
36,b5,W_N_KF,274.666,,,,,,,,,,1379.471,6.66789979,4.022358064,
33,d2,W_N_KF,253.874,,,,,,,,,,1276.868,6.598481675,4.029534336,
29,c4,M_Y_ODR,109.319,,,,,,,,,,550.758,5.84186849,4.038081212,
20,a2,UM_N_N,140.714,,,,,,,,,,708.975,6.069147319,4.038411246,
17,a6,W_Y_ODR,254.127,,,,,,,,,,1281.077,6.601672995,4.041089691,
5,a2,TF_N_H,225.883,,,,,,,,,,1139.259,6.496131613,4.043580083,
11,b3,DR_N_KF,226.32,,,,,,,,,,1141.789,6.498156617,4.045020325,
29,b4,M_Y_KF,144.141,,,,,,,,,,727.628,6.09271073,4.04802936,
27,d2,UM_N_H,187.427,,,,,,,,,,946.151,6.329063232,4.048104062,
37,d2,LR_N_H,146.464,,,,,,,,,,739.473,6.107259804,4.04883794,
24,d5,M_Y_KF,188.6,,,,,,,,,,952.292,6.334908873,4.049268293,
3,a2,M_N_ODR,118.335,,,,,,,,,,598.529,5.91712302,4.057920311,
14,d4,TF_Y_H,183.977,,,,,,,,,,930.718,6.314475256,4.05888236,
11,b1,UM_Y_KF,167.394,,,,,,,,,,847.734,6.230531876,4.06430338,
28,a3,W_Y_KF,213.164,,,,,,,,,,1080.632,6.449095152,4.069486405,
13,a3,M_Y_ODR,141.496,,,,,,,,,,718.727,6.082254447,4.079486346,
30,b1,LR_N_ODR,181.125,,,,,,,,,,920.345,6.30482986,4.081269841,
2,b6,W_Y_ODR,169.027,,,,,,,,,,859.28,6.243088983,4.083684855,
6,d5,DR_Y_ODR,211.83,,,,,,,,,,1077.458,6.446781435,4.086427796,
27,b6,TF_N_KF,234.232,,,,,,,,,,1191.676,6.537484791,4.087588374,
34,c6,TF_Y_N,192.878,,,,,,,,,,981.732,6.363112572,4.089911758,
21,c6,TF_N_ODR,193.108,,,,,,,,,,983.043,6.364327901,4.090638399,
33,b3,LR_N_H,104.65,,,,,,,,,,533.117,5.813678767,4.094285714,
16,c5,TF_Y_KF,145.176,,,,,,,,,,740.876,6.11003859,4.103295311,
17,b3,DR_Y_KF,215.947,,,,,,,,,,1103.862,6.469066918,4.111726488,
21,d3,UM_N_KF,110.193,,,,,,,,,,563.293,5.863576582,4.111876435,
27,d5,TF_Y_H,256.749,,,,,,,,,,1312.863,6.625155632,4.113410374,
30,d3,TF_N_H,171.833,,,,,,,,,,879.267,6.264436298,4.116985678,
11,c2,UM_N_ODR,121.187,,,,,,,,,,620.448,5.950708317,4.11975707,
4,d4,W_Y_ODR,237.13,,,,,,,,,,1214.17,6.554955143,4.120271581,
40,a1,W_N_N,177.836,,,,,,,,,,910.777,6.296211904,4.121443352,
5,b6,UM_Y_N,150.696,,,,,,,,,,772.179,6.147689932,4.124084249,
37,b3,TF_N_ODR,190.992,,,,,,,,,,979.041,6.361350367,4.126083815,
15,c2,M_Y_H,140.76,,,,,,,,,,721.97,6.087277956,4.129084967,
37,a3,TF_N_KF,224.342,,,,,,,,,,1150.759,6.506859836,4.129485339,
37,b1,LR_Y_ODR,152.398,,,,,,,,,,782.207,6.159469859,4.132659221,
31,a3,UM_Y_N,241.799,,,,,,,,,,1241.218,6.575037754,4.133263578,
30,a4,TF_Y_N,192.556,,,,,,,,,,989.736,6.371399539,4.139990444,
28,a2,DR_N_KF,184.437,,,,,,,,,,948.704,6.333366049,4.143783514,
11,b2,UM_N_KF,203.619,,,,,,,,,,1049.007,6.423974221,4.151812945,
21,a1,W_Y_H,233.335,,,,,,,,,,1203.13,6.547434254,4.156234598,
7,c3,UM_N_H,95.036,,,,,,,,,,490.337,5.739667333,4.159486931,
6,c3,LR_N_KF,171.396,,,,,,,,,,884.327,6.270429237,4.159554482,
27,b2,UM_N_KF,176.87,,,,,,,,,,914.917,6.301291851,4.172821847,
1,a4,M_N_H,116.035,,,,,,,,,,600.484,5.92234681,4.175024777,
3,b4,UM_N_H,145.199,,,,,,,,,,751.709,6.124538759,4.177094884,
19,a2,DR_N_ODR,245.042,,,,,,,,,,1269.853,6.596513462,4.182185095,
31,a5,W_Y_N,159.183,,,,,,,,,,824.918,6.208278539,4.182199104,
24,a3,LR_Y_ODR,195.109,,,,,,,,,,1014.346,6.394643511,4.198868325,
17,a3,DR_Y_ODR,255.277,,,,,,,,,,1327.284,6.636655105,4.199387332,
7,a1,W_Y_N,272.734,,,,,,,,,,1418.939,6.696814992,4.202648001,
16,c6,TF_N_KF,259.279,,,,,,,,,,1350.054,6.6521094,4.20695467,
14,a4,TF_Y_ODR,184.575,,,,,,,,,,961.101,6.346273914,4.207102804,
33,a3,LR_N_ODR,188.416,,,,,,,,,,982.56,6.366296182,4.21484375,
34,a4,DR_Y_H,184.828,,,,,,,,,,964.275,6.349433957,4.217147835,
14,a1,UM_N_ODR,198.881,,,,,,,,,,1037.599,6.415394004,4.217185151,
25,d5,UM_Y_ODR,140.76,,,,,,,,,,734.436,6.104397226,4.217647059,
4,a4,W_Y_H,288.213,,,,,,,,,,1503.855,6.749417111,4.217859708,
38,b1,DR_N_ODR,191.498,,,,,,,,,,999.718,6.381985503,4.220514052,
25,b2,M_N_KF,171.925,,,,,,,,,,898.84,6.28639921,4.228093645,
25,a3,DR_Y_H,252.448,,,,,,,,,,1320.108,6.632348302,4.229227405,
12,a3,TF_N_ODR,195.27,,,,,,,,,,1021.43,6.401520564,4.230859835,
32,d5,LR_Y_ODR,159.758,,,,,,,,,,836.418,6.221762471,4.235531241,
4,a3,W_N_H,176.41,,,,,,,,,,923.864,6.311283792,4.237027379,
4,b2,TF_N_KF,145.59,,,,,,,,,,762.634,6.138698786,4.238230648,
6,d6,DR_N_ODR,208.679,,,,,,,,,,1093.857,6.463385543,4.241816378,
8,a3,DR_Y_N,176.594,,,,,,,,,,926.164,6.313665994,4.244594947,
13,d2,W_Y_N,174.179,,,,,,,,,,913.583,6.30136588,4.24508121,
9,b6,LR_Y_H,156.469,,,,,,,,,,820.893,6.205106981,4.246361899,
26,d2,LR_Y_H,145.59,,,,,,,,,,764.359,6.140958129,4.250078989,
26,a2,LR_Y_ODR,125.005,,,,,,,,,,657.202,6.005156056,4.257405704,
29,b3,M_N_KF,152.835,,,,,,,,,,803.643,6.18621925,4.258239278,
33,a2,W_N_ODR,192.004,,,,,,,,,,1009.838,6.39179358,4.259463345,
35,d6,UM_Y_H,266.455,,,,,,,,,,1401.712,6.686929088,4.260595598,
31,b3,UM_Y_KF,144.279,,,,,,,,,,759.667,6.135705287,4.265263829,
9,c6,LR_Y_KF,185.242,,,,,,,,,,975.384,6.360664932,4.265458157,
18,b3,M_Y_ODR,140.737,,,,,,,,,,741.681,6.114229942,4.269978755,
33,d3,LR_N_KF,127.236,,,,,,,,,,671.554,6.024990067,4.2780188,
7,a4,UM_Y_N,165.117,,,,,,,,,,871.792,6.259885432,4.279843989,
12,c6,M_Y_H,145.82,,,,,,,,,,770.132,6.14832463,4.281388013,
15,d1,M_N_N,103.753,,,,,,,,,,548.136,5.842322124,4.28308579,
27,a4,M_Y_N,292.974,,,,,,,,,,1547.808,6.776586629,4.283089967,
36,a1,DR_N_H,209.415,,,,,,,,,,1106.668,6.474677185,4.284568918,
35,a3,LR_N_N,127.903,,,,,,,,,,676.062,6.031157571,4.285739975,
2,d3,UM_Y_N,142.577,,,,,,,,,,753.687,6.128988942,4.28617519,
9,a4,UM_N_ODR,221.283,,,,,,,,,,1171.252,6.525884299,4.293004885,
7,c4,UM_Y_H,121.509,,,,,,,,,,643.816,5.987414138,4.298504638,
1,b1,LR_Y_KF,200.629,,,,,,,,,,1063.129,6.438825982,4.298979709,
14,b6,LR_N_KF,147.913,,,,,,,,,,784.346,6.165187823,4.302752294,
35,b5,UM_N_KF,206.862,,,,,,,,,,1096.962,6.467094629,4.302868579,
13,b3,M_Y_H,174.064,,,,,,,,,,923.059,6.31175085,4.302986258,
14,a2,UM_Y_ODR,178.641,,,,,,,,,,947.6,6.335394652,4.304493369,
10,a6,M_N_ODR,176.226,,,,,,,,,,934.904,6.323267124,4.305142261,
26,c5,TF_N_KF,140.438,,,,,,,,,,745.89,6.07245317,4.311169342,
30,c2,LR_Y_KF,143.014,,,,,,,,,,759.575,6.136464814,4.31119331,
38,a5,W_N_H,156.998,,,,,,,,,,833.934,6.220530956,4.311749194,
11,d1,UM_Y_N,158.677,,,,,,,,,,843.847,6.23128413,4.318017104,
17,b6,W_Y_KF,219.374,,,,,,,,,,1166.859,6.522992999,4.319039631,
21,d6,TF_N_KF,198.973,,,,,,,,,,1058.805,6.435579279,4.321350133,
3,d5,LR_N_KF,210.082,,,,,,,,,,1117.938,6.484491403,4.321436392,
7,d2,W_N_ODR,151.984,,,,,,,,,,810.244,6.194957912,4.331113801,
27,d6,TF_N_H,244.444,,,,,,,,,,1308.309,6.626592118,4.352182913,
35,c1,M_Y_ODR,172.546,,,,,,,,,,924.255,6.313921621,4.356571581,
8,d3,DR_Y_KF,146.257,,,,,,,,,,783.518,6.165257501,4.357131624,
