plate,well_id,treatment,day0_area_mm,day1_area_mm,day2_area_mm,day3_area_mm,day4_area_mm,day5_area_mm,day6_area_mm,day7_area_mm,day8_area_mm,day9_area_mm,day10_area_mm,RGR,PG,0.046
5,d3,W_Y_ODR,115.414,,,,,,,,,,618.378,5.952247355,4.357911519,
38,d2,DR_Y_KF,242.236,,,,,,,,,,1298.488,6.619964544,4.36042537,
8,b6,LR_N_ODR,150.167,,,,,,,,,,805,6.189667477,4.360698422,
35,d1,M_Y_H,171.741,,,,,,,,,,920.805,6.310649535,4.361591,
38,d6,W_Y_KF,220.731,,,,,,,,,,1183.81,6.536798853,4.363134313,
21,c1,W_Y_ODR,197.938,,,,,,,,,,1064.877,6.441819193,4.379851267,
16,a2,W_Y_N,171.557,,,,,,,,,,923.519,6.313699816,4.383161282,
32,c2,M_N_H,133.584,,,,,,,,,,719.302,6.088808248,4.384641873,
34,b4,DR_Y_ODR,136.85,,,,,,,,,,737.403,6.111246011,4.388403361,
37,c5,UM_Y_N,165.37,,,,,,,,,,892.17,6.282838159,4.394993046,
28,c6,LR_Y_H,155.503,,,,,,,,,,841.639,6.230684679,4.412365035,
32,d3,TF_N_ODR,145.958,,,,,,,,,,790.579,6.174433697,4.416482824,
13,c4,M_N_KF,170.453,,,,,,,,,,923.68,6.314519731,4.418971799,
40,d1,W_N_H,152.513,,,,,,,,,,826.666,6.21467576,4.420298597,
8,b2,TF_Y_ODR,159.643,,,,,,,,,,865.996,6.256586282,4.424578591,
16,a5,TF_Y_N,173.696,,,,,,,,,,943.621,6.333993938,4.432600636,
8,d2,TF_Y_KF,211.37,,,,,,,,,,1148.505,6.51085536,4.433623504,
38,c2,DR_Y_N,150.558,,,,,,,,,,818.34,6.205843059,4.435380385,
14,b4,TF_Y_KF,179.423,,,,,,,,,,975.591,6.364068827,4.437379823,
22,b2,M_Y_N,119.14,,,,,,,,,,648.278,5.996289689,4.441312741,
31,d5,W_Y_H,198.72,,,,,,,,,,1082.334,6.45768542,4.446527778,
32,b6,LR_N_KF,156.101,,,,,,,,,,850.218,6.240442464,4.446589067,
2,b3,UM_Y_ODR,138.897,,,,,,,,,,756.516,6.135350418,4.446597119,
18,d6,TF_Y_KF,247.296,,,,,,,,,,1348.191,6.655460373,4.451729911,
27,b3,M_N_KF,192.349,,,,,,,,,,1048.662,6.429339202,4.451871338,
35,b6,UM_Y_KF,170.315,,,,,,,,,,929.384,6.320757035,4.456853477,
10,b1,TF_Y_H,134.688,,,,,,,,,,735.356,6.110058636,4.459699454,
10,b2,TF_N_H,134.987,,,,,,,,,,737.357,6.112554323,4.462429715,
38,b3,M_N_ODR,136.758,,,,,,,,,,747.155,6.124451366,4.463336697,
6,c4,LR_Y_KF,215.165,,,,,,,,,,1176.657,6.533292128,4.468626403,
37,d6,UM_N_H,168.912,,,,,,,,,,925.957,6.31789001,4.481889978,
2,a4,UM_N_H,134.113,,,,,,,,,,735.586,6.110799188,4.4848225,
1,b6,TF_N_KF,185.84,,,,,,,,,,1021.154,6.40620003,4.49480198,
30,d4,TF_Y_H,237.82,,,,,,,,,,1310.885,6.631306352,4.512088975,
3,c6,LR_Y_N,159.068,,,,,,,,,,877.887,6.270584705,4.518941585,
26,a1,LR_N_ODR,159.712,,,,,,,,,,881.774,6.274598568,4.521025346,
12,c5,M_N_H,158.171,,,,,,,,,,874.414,6.267186275,4.528282681,
1,d5,TF_Y_N,177.905,,,,,,,,,,983.687,6.373182787,4.529282482,
10,b5,M_Y_H,142.508,,,,,,,,,,788.072,6.173649642,4.530019367,
27,c2,UM_N_ODR,198.329,,,,,,,,,,1098.48,6.472689958,4.538675635,
32,b2,M_N_KF,127.627,,,,,,,,,,706.951,6.076050162,4.539196252,
23,a1,UM_Y_N,175.467,,,,,,,,,,972.739,6.363370705,4.543714773,
11,c5,LR_Y_ODR,129.329,,,,,,,,,,718.313,6.090669453,4.554152588,
39,b5,UM_N_ODR,112.815,,,,,,,,,,627.21,5.968706482,4.559633028,
30,d6,UM_Y_H,265.144,,,,,,,,,,1474.622,6.738129657,4.561589174,
2,d1,DR_Y_N,241.592,,,,,,,,,,1347.271,6.657111309,4.576637471,
27,d1,UM_Y_H,195.247,,,,,,,,,,1089.303,6.465866779,4.579102368,
8,a5,LR_Y_N,187.105,,,,,,,,,,1044.062,6.427707158,4.580086048,
35,a1,M_Y_N,228.873,,,,,,,,,,1277.19,6.609100905,4.580343684,
7,b3,UM_N_KF,137.195,,,,,,,,,,766.36,6.149511706,4.585917854,
1,b5,TF_Y_KF,176.18,,,,,,,,,,984.4,6.374881699,4.587467363,
5,c1,TF_Y_KF,185.61,,,,,,,,,,1038.036,6.422720975,4.592565056,
1,a1,LR_Y_H,163.208,,,,,,,,,,913.054,6.307292478,4.594419391,
29,d5,DR_Y_N,189.474,,,,,,,,,,1060.53,6.442098881,4.597232338,
40,d4,TF_Y_H,154.491,,,,,,,,,,864.777,6.258458086,4.597588209,
19,d2,DR_N_KF,166.497,,,,,,,,,,932.351,6.326211624,4.599806603,
18,b1,UM_Y_ODR,93.081,,,,,,,,,,521.479,5.803321997,4.602421547,
13,d1,W_N_N,185.771,,,,,,,,,,1040.957,6.425444288,4.603441872,
35,c5,UM_N_ODR,118.174,,,,,,,,,,662.561,6.018896818,4.606656286,
24,d2,TF_N_KF,142.324,,,,,,,,,,798.192,6.186538555,4.608274079,
27,d3,M_N_H,160.425,,,,,,,,,,900.243,6.294882073,4.611612903,
23,c4,W_Y_KF,210.128,,,,,,,,,,1179.302,6.53790633,4.612302977,
10,d5,M_Y_KF,127.213,,,,,,,,,,714.633,6.08718284,4.617609835,
22,d6,LR_N_KF,111.044,,,,,,,,,,624.105,5.965325972,4.620339685,
33,a1,W_Y_ODR,201.963,,,,,,,,,,1135.878,6.504352748,4.624188589,
3,d4,UM_N_KF,187.381,,,,,,,,,,1054.918,6.43790392,4.629802381,
15,a4,DR_N_KF,182.528,,,,,,,,,,1027.824,6.414508867,4.631048387,
11,a5,LR_Y_H,157.757,,,,,,,,,,890.997,6.286235473,4.647907858,
22,d2,M_Y_KF,157.642,,,,,,,,,,890.56,6.285817814,4.649255909,
4,d1,TF_Y_ODR,309.58,,,,,,,,,,1749.794,6.893731692,4.652154532,
37,a4,TF_Y_KF,166.773,,,,,,,,,,943.092,6.337500478,4.654944146,
36,d3,TF_Y_N,202.469,,,,,,,,,,1145.377,6.512430441,4.657048733,
34,a1,M_Y_H,195.063,,,,,,,,,,1103.701,6.479092098,4.658177102,
35,c6,UM_Y_ODR,174.593,,,,,,,,,,988.034,6.379471355,4.659069951,
19,d6,M_N_KF,176.663,,,,,,,,,,1000.454,6.39078478,4.663064705,
22,d4,DR_Y_KF,230.092,,,,,,,,,,1303.663,6.629085351,4.665833667,
2,d6,W_Y_N,174.087,,,,,,,,,,987.459,6.37917946,4.672215616,
6,c6,DR_N_KF,239.2,,,,,,,,,,1357.552,6.665708355,4.675384615,
29,a2,W_Y_H,225.285,,,,,,,,,,1279.513,6.612498189,4.679530373,
15,b6,UM_Y_ODR,152.72,,,,,,,,,,867.491,6.262744519,4.680271084,
33,d1,W_Y_KF,197.938,,,,,,,,,,1124.746,6.496517126,4.682314664,
24,d3,LR_Y_KF,191.406,,,,,,,,,,1088.912,6.467494629,4.689017063,
36,b2,DR_Y_KF,281.842,,,,,,,,,,1606.78,6.817852792,4.700995593,
39,c5,UM_N_H,82.386,,,,,,,,,,469.798,5.711161263,4.702400893,
13,a4,M_N_ODR,113.045,,,,,,,,,,646.093,5.998164859,4.715361139,
38,b4,M_Y_ODR,84.341,,,,,,,,,,483.092,5.736720301,4.727842923,
22,a1,M_N_ODR,135.424,,,,,,,,,,776.181,6.163544681,4.731487772,
33,d4,LR_Y_KF,124.936,,,,,,,,,,717.048,6.092362623,4.739322533,
39,d4,M_N_KF,154.238,,,,,,,,,,885.5,6.282302771,4.741127349,
23,d2,UM_N_ODR,94.047,,,,,,,,,,540.063,5.837306334,4.742479824,
24,b6,M_N_H,162.357,,,,,,,,,,932.926,6.329346122,4.74613968,
19,d3,LR_N_KF,197.386,,,,,,,,,,1135.096,6.505956388,4.750640876,
20,c5,TF_Y_ODR,159.137,,,,,,,,,,915.377,6.312359456,4.752131811,
3,d1,M_Y_KF,145.567,,,,,,,,,,837.66,6.232548644,4.75446358,
30,d1,LR_N_H,132.181,,,,,,,,,,760.748,6.14588494,4.755350618,
34,a2,M_N_H,126.109,,,,,,,,,,727.214,6.105506133,4.766551158,
34,b6,TF_Y_ODR,173.719,,,,,,,,,,1004.985,6.39698399,4.785118496,
23,d6,DR_Y_ODR,176.456,,,,,,,,,,1020.993,6.411223807,4.786105318,
27,b5,TF_Y_KF,234.186,,,,,,,,,,1355.298,6.666165068,4.787271656,
20,a1,UM_Y_N,208.932,,,,,,,,,,1209.409,6.563686206,4.788529282,
30,b4,TF_Y_ODR,173.581,,,,,,,,,,1004.916,6.3969948,4.78932026,
38,a4,M_Y_H,170.246,,,,,,,,,,986.861,6.380804754,4.796676574,
32,b3,TF_N_KF,139.104,,,,,,,,,,806.794,6.199546184,4.799933862,
29,c3,M_N_ODR,132.779,,,,,,,,,,770.983,6.158797715,4.806513078,
22,a5,LR_Y_ODR,148.235,,,,,,,,,,861.12,6.258353982,4.809154383,
27,b1,UM_Y_KF,176.732,,,,,,,,,,1027.088,6.417019447,4.811556481,
20,d3,W_Y_H,212.957,,,,,,,,,,1238.849,6.585828975,4.817366886,
3,d3,UM_Y_KF,109.342,,,,,,,,,,636.18,5.986033484,4.818258309,
20,c6,TF_N_ODR,152.651,,,,,,,,,,888.766,6.287018557,4.822208829,
23,d1,UM_Y_ODR,114.54,,,,,,,,,,669.461,6.0323805,4.844779116,
21,d1,W_Y_KF,242.443,,,,,,,,,,1417.536,6.707598769,4.846883597,
35,d3,LR_N_H,161.253,,,,,,,,,,944.104,6.341938874,4.854799601,
25,b6,UM_N_KF,205.229,,,,,,,,,,1203.038,6.56019266,4.861929844,
26,b6,TF_Y_N,129.605,,,,,,,,,,761.208,6.148457509,4.873291925,
21,d2,W_N_KF,186.231,,,,,,,,,,1094.202,6.475081826,4.875509448,
10,d4,DR_N_KF,213.877,,,,,,,,,,1258.583,6.601201656,4.884611249,
19,c5,M_Y_N,129.766,,,,,,,,,,764.152,6.152193439,4.888691953,
14,d3,TF_N_H,147.798,,,,,,,,,,870.55,6.269540548,4.890133831,
32,d1,M_Y_ODR,193.729,,,,,,,,,,1142.341,6.514188917,4.896592663,
24,a2,TF_N_ODR,150.052,,,,,,,,,,884.856,6.28432673,4.896995708,
37,b4,TF_Y_ODR,188.025,,,,,,,,,,1109.037,6.487589857,4.898348624,
29,a3,M_N_H,196.788,,,,,,,,,,1165.617,6.532793139,4.923211781,
5,d2,TF_N_ODR,188.784,,,,,,,,,,1118.996,6.496126783,4.927387914,
30,b6,UM_Y_ODR,162.173,,,,,,,,,,962.435,6.360600165,4.934619203,
39,c3,M_Y_H,92.161,,,,,,,,,,547.63,5.853246172,4.942101323,
25,a5,UM_Y_H,211.945,,,,,,,,,,1262.056,6.604864735,4.954639175,
30,b3,TF_N_ODR,188.048,,,,,,,,,,1120.1,6.497503521,4.956457926,
1,c5,TF_Y_ODR,207.437,,,,,,,,,,1236.48,6.586541144,4.960749529,
25,a2,M_N_H,145.383,,,,,,,,,,866.801,6.266872259,4.962189527,
38,a6,W_Y_H,203.527,,,,,,,,,,1213.641,6.569800344,4.963046672,
10,d2,TF_N_KF,282.095,,,,,,,,,,1683.6,6.864465248,4.968202201,
28,d3,W_Y_N,169.947,,,,,,,,,,1017.612,6.411665323,4.987819732,
29,d2,W_Y_N,148.971,,,,,,,,,,892.607,6.293771229,4.991817199,
18,a2,UM_N_H,190.463,,,,,,,,,,1141.536,6.515184208,4.993479048,
15,c6,UM_Y_H,135.953,,,,,,,,,,815.442,6.212499374,4.997969887,
7,d3,UM_N_ODR,110.929,,,,,,,,,,665.804,6.030106297,5.002073398,
22,c1,M_N_H,95.519,,,,,,,,,,573.321,5.895513251,5.002167108,
30,d2,LR_Y_H,150.489,,,,,,,,,,904.659,6.306169078,5.011462632,
9,d3,UM_Y_N,153.088,,,,,,,,,,922.806,6.324317736,5.027944712,
2,c3,UM_Y_KF,127.834,,,,,,,,,,772.34,6.164351613,5.041741634,
12,d4,TF_Y_KF,197.34,,,,,,,,,,1193.976,6.55655138,5.05034965,
29,a1,W_N_H,205.045,,,,,,,,,,1240.712,6.591117741,5.050925407,
20,d2,UM_N_H,166.888,,,,,,,,,,1010.229,6.406200024,5.053335171,
32,d6,LR_N_ODR,166.451,,,,,,,,,,1009.171,6.405414384,5.062871356,
40,a2,W_Y_N,203.228,,,,,,,,,,1232.478,6.585349206,5.064508828,
39,b3,M_Y_ODR,164.312,,,,,,,,,,996.682,6.394255056,5.065789474,
24,b5,M_Y_H,124.085,,,,,,,,,,752.79,6.141689623,5.066728452,
2,c5,W_N_KF,187.312,,,,,,,,,,1139.512,6.515077812,5.083497053,
38,a3,M_N_H,150.719,,,,,,,,,,917.7,6.320328822,5.088814284,
5,c2,TF_N_KF,185.863,,,,,,,,,,1132.52,6.509699533,5.093305284,
28,d6,LR_Y_N,182.229,,,,,,,,,,1111.061,6.49254428,5.097059195,
14,b1,UM_N_KF,166.175,,,,,,,,,,1014.323,6.410672529,5.103944637,
27,b4,M_Y_KF,175.122,,,,,,,,,,1069.178,6.458097121,5.105332283,
15,b1,M_N_ODR,136.068,,,,,,,,,,832.301,6.232878678,5.116801893,
2,a5,W_N_H,172.155,,,,,,,,,,1053.791,6.445309894,5.121175685,
30,a6,UM_Y_N,178.089,,,,,,,,,,1090.246,6.475930295,5.12191657,
34,b2,M_N_ODR,133.952,,,,,,,,,,820.18,6.219775676,5.12293956,
27,d4,M_Y_H,182.39,,,,,,,,,,1117.271,6.498029659,5.125725095,
35,d4,LR_Y_H,135.056,,,,,,,,,,828.506,6.229055128,5.134536785,
13,d3,M_Y_N,155.066,,,,,,,,,,951.28,6.353423363,5.134678137,
18,a4,M_N_H,111.55,,,,,,,,,,684.894,6.05781679,5.139793814,
17,d1,LR_Y_H,87.423,,,,,,,,,,537.096,5.839101009,5.143646409,
22,d1,M_N_KF,169.51,,,,,,,,,,1043.809,6.437340609,5.1578019,
32,c1,M_Y_H,125.419,,,,,,,,,,773.145,6.167300599,5.164496607,
37,a2,LR_N_KF,175.835,,,,,,,,,,1084.542,6.471958452,5.16795291,
10,c5,M_Y_N,147.338,,,,,,,,,,909.167,6.313255869,5.170621293,
22,c6,LR_N_H,125.166,,,,,,,,,,773.904,6.168483749,5.183020948,
25,b3,DR_Y_KF,248.814,,,,,,,,,,1543.553,6.790171618,5.203642078,
21,a4,UM_Y_H,216.821,,,,,,,,,,1346.098,6.667058103,5.208337753,
26,d3,W_Y_H,144.831,,,,,,,,,,901.301,6.306282521,5.223122122,
5,a6,UM_Y_H,167.992,,,,,,,,,,1048.087,6.442330241,5.238910186,
5,d6,UM_Y_ODR,166.658,,,,,,,,,,1041.21,6.436544397,5.247584874,
37,b5,UM_Y_ODR,177.169,,,,,,,,,,1107.588,6.492229549,5.251590289,
7,d1,W_Y_ODR,158.47,,,,,,,,,,991.714,6.392878229,5.258055152,
37,d3,TF_N_H,177.675,,,,,,,,,,1112.97,6.496791793,5.26407767,
9,a3,UM_Y_ODR,143.934,,,,,,,,,,902.106,6.307796544,5.267497603,
18,a5,TF_N_H,233.979,,,,,,,,,,1473.219,6.749681945,5.296372751,
12,c4,TF_Y_H,238.027,,,,,,,,,,1498.749,6.765147628,5.296550391,
25,b5,UM_Y_KF,81.558,,,,,,,,,,513.636,5.801383401,5.297800338,
1,d3,M_Y_N,164.312,,,,,,,,,,1036.794,6.433711833,5.309910414,
23,b2,UM_N_H,175.766,,,,,,,,,,1109.796,6.495016137,5.314053913,
3,c3,UM_Y_N,121.739,,,,,,,,,,769.074,6.164999253,5.31740034,
7,d5,M_Y_ODR,125.005,,,,,,,,,,790.418,6.189726546,5.323091076,
20,c1,UM_Y_ODR,188.462,,,,,,,,,,1191.952,6.559457939,5.324627776,
22,a2,M_Y_ODR,173.397,,,,,,,,,,1097.422,6.485160695,5.328956095,
17,b1,LR_N_KF,115.874,,,,,,,,,,735.471,6.125260771,5.347161572,
39,b6,UM_Y_ODR,115.598,,,,,,,,,,736.322,6.126655658,5.369677676,
32,c6,LR_N_H,138.897,,,,,,,,,,884.787,6.291973673,5.370094386,
20,d4,W_N_H,216.66,,,,,,,,,,1381.104,6.692805528,5.374522293,
24,d1,TF_Y_KF,178.273,,,,,,,,,,1137.534,6.518286432,5.380854083,
14,d2,UM_Y_H,159.344,,,,,,,,,,1022.442,6.422842624,5.416570439,
4,b1,TF_Y_KF,136.689,,,,,,,,,,877.496,6.28530157,5.419653374,
3,b3,UM_Y_H,111.389,,,,,,,,,,715.392,6.101527786,5.422465414,
25,a6,UM_N_H,196.604,,,,,,,,,,1263.413,6.613452913,5.426181563,
39,d2,LR_N_KF,125.097,,,,,,,,,,808.496,6.212266788,5.462952749,
35,a4,LR_Y_N,139.15,,,,,,,,,,901.025,6.309977755,5.475206612,
22,a6,LR_N_ODR,183.241,,,,,,,,,,1187.099,6.558187572,5.478348186,
1,c3,M_Y_ODR,126.477,,,,,,,,,,819.398,6.224563877,5.478632479,
32,d4,TF_Y_ODR,183.425,,,,,,,,,,1191.929,6.562147696,5.498181818,
19,d1,DR_Y_KF,134.941,,,,,,,,,,877.68,6.286798298,5.504175899,
32,c3,TF_N_H,154.146,,,,,,,,,,1002.616,6.406577843,5.504327067,
9,b5,LR_N_H,161.483,,,,,,,,,,1051.445,6.4494807,5.511180743,
1,a2,LR_N_H,180.895,,,,,,,,,,1178.658,6.552340107,5.515702479,
22,c2,M_Y_H,104.282,,,,,,,,,,680.455,6.058051815,5.525143361,
27,a1,UM_Y_N,204.401,,,,,,,,,,1337.243,6.666356936,5.542252729,
37,c1,LR_Y_N,136.321,,,,,,,,,,892.998,6.303083101,5.550700186,
27,a5,TF_Y_N,232.99,,,,,,,,,,1530.006,6.787927383,5.566831194,
34,d3,DR_N_KF,179.86,,,,,,,,,,1182.706,6.556342435,5.575703325,
37,d1,LR_Y_H,136.252,,,,,,,,,,896.747,6.30732316,5.581532748,
32,a5,LR_Y_N,138.023,,,,,,,,,,908.891,6.319483141,5.585069155,
17,d6,W_Y_H,210.243,,,,,,,,,,1384.83,6.698506267,5.586806695,
19,a6,M_N_ODR,142.508,,,,,,,,,,938.676,6.348530558,5.586830213,
11,d5,LR_Y_N,177.951,,,,,,,,,,1176.404,6.552066784,5.610831071,
7,b6,M_N_KF,102.419,,,,,,,,,,677.304,6.055212988,5.613069841,
29,a4,M_Y_H,168.084,,,,,,,,,,1111.843,6.501327892,5.614805692,
38,d4,M_Y_KF,109.181,,,,,,,,,,722.568,6.113510828,5.618074573,
24,a6,M_N_ODR,107.364,,,,,,,,,,710.654,6.09856318,5.619108826,
31,d2,DR_N_H,145.981,,,,,,,,,,968.99,6.377906644,5.637781629,
30,c1,LR_N_KF,191.613,,,,,,,,,,1272.728,6.623370136,5.64217981,
9,a6,LR_Y_ODR,139.725,,,,,,,,,,930.235,6.341469622,5.657613169,
27,c1,UM_Y_ODR,217.442,,,,,,,,,,1449.207,6.740578574,5.664797969,
21,a2,W_N_H,191.567,,,,,,,,,,1277.121,6.626839843,5.666706687,
11,a6,LR_N_H,165.508,,,,,,,,,,1104.46,6.496209854,5.673151751,
37,d4,TF_Y_H,210.059,,,,,,,,,,1402.011,6.710924069,5.674367678,
12,d3,TF_N_KF,236.601,,,,,,,,,,1588.702,6.824035092,5.714688442,
26,d5,TF_N_H,162.564,,,,,,,,,,1093.029,6.487600843,5.723684211,
15,c1,M_N_H,137.77,,,,,,,,,,926.624,6.338989311,5.725876461,
17,d5,W_N_H,146.947,,,,,,,,,,991.093,6.399801177,5.744560964,
23,c2,UM_N_KF,123.004,,,,,,,,,,831.818,6.242391979,5.762528048,
39,c6,UM_Y_H,146.717,,,,,,,,,,992.68,6.4015578,5.765950776,
15,d4,DR_N_N,86.871,,,,,,,,,,590.893,5.935192526,5.801959227,
20,a5,TF_Y_N,143.152,,,,,,,,,,974.441,6.385473273,5.807037275,
7,b4,UM_Y_KF,114.977,,,,,,,,,,783.104,6.188792299,5.810962192,
3,d2,M_N_KF,88.757,,,,,,,,,,606.947,5.959851243,5.838300078,
33,d6,UM_Y_KF,110.492,,,,,,,,,,759.46,6.162113342,5.873438801,
10,a5,M_Y_ODR,132.894,,,,,,,,,,915.906,6.330958558,5.892004154,
5,d1,TF_Y_ODR,149.017,,,,,,,,,,1027.203,6.434188814,5.893193394,
4,a1,TF_Y_H,191.636,,,,,,,,,,1323.328,6.662345281,5.905424868,
7,a5,M_Y_N,144.992,,,,,,,,,,1004.042,6.414121275,5.924809645,
19,d5,M_Y_KF,112.976,,,,,,,,,,784.369,6.192162032,5.94279316,
29,b6,DR_N_KF,239.936,,,,,,,,,,1668.259,6.871498625,5.952933282,
20,b6,TF_N_KF,131.1,,,,,,,,,,915.86,6.332267475,5.985964912,
17,a1,LR_N_ODR,131.307,,,,,,,,,,920.529,6.337194696,6.010509721,
39,a6,UM_Y_N,105.018,,,,,,,,,,738.438,6.139123968,6.031537451,
39,b1,LR_Y_ODR,130.847,,,,,,,,,,922.944,6.340165691,6.053612234,
20,d5,TF_Y_H,157.55,,,,,,,,,,1113.315,6.509123043,6.066423358,
23,a4,W_Y_N,173.811,,,,,,,,,,1230.868,6.59967804,6.081646156,
39,c2,LR_N_H,131.859,,,,,,,,,,935.548,6.352959137,6.095063666,
7,c5,M_Y_H,138.161,,,,,,,,,,980.95,6.395679523,6.100049942,
39,a3,M_Y_N,105.294,,,,,,,,,,748.328,6.152165741,6.107033639,
33,a4,LR_Y_ODR,120.934,,,,,,,,,,864.8,6.282973772,6.151007988,
1,d1,LR_Y_N,181.401,,,,,,,,,,1299.569,6.649716945,6.164067453,
11,c1,UM_Y_ODR,124.177,,,,,,,,,,900.519,6.320800467,6.2518985,
15,d3,DR_Y_N,84.502,,,,,,,,,,614.169,5.976592614,6.268100163,
10,d6,M_N_KF,140.231,,,,,,,,,,1020.694,6.433908961,6.278661637,
24,b1,TF_Y_H,137.333,,,,,,,,,,1000.408,6.415922332,6.284541953,
16,d6,TF_N_H,81.19,,,,,,,,,,593.377,5.946150739,6.308498584,
39,c1,LR_Y_H,110.699,,,,,,,,,,809.508,6.225745175,6.312694785,
34,b1,M_Y_ODR,157.09,,,,,,,,,,1150.368,6.542155281,6.322986823,
2,b4,UM_N_ODR,104.719,,,,,,,,,,767.096,6.177483899,6.325280035,
7,d4,UM_Y_ODR,132.664,,,,,,,,,,975.798,6.394473636,6.355409154,
33,b5,UM_N_H,94.024,,,,,,,,,,693.266,6.087058757,6.373287671,
8,d5,LR_Y_KF,165.025,,,,,,,,,,1218.954,6.595138695,6.386480836,
31,d4,UM_N_H,106.168,,,,,,,,,,785.634,6.199988761,6.399913345,
26,d4,W_N_H,150.489,,,,,,,,,,1114.35,6.514637555,6.404860156,
9,d6,LR_Y_N,122.728,,,,,,,,,,910.616,6.333124241,6.419790105,
19,a5,M_Y_ODR,126.845,,,,,,,,,,941.896,6.363598278,6.425566636,
34,a5,TF_N_H,143.957,,,,,,,,,,1072.214,6.480529484,6.448154657,
32,d2,M_N_ODR,68.632,,,,,,,,,,512.095,5.815634265,6.461461126,
7,a3,UM_N_N,87.377,,,,,,,,,,652.993,6.0345432,6.473282443,
31,c3,UM_Y_ODR,105.892,,,,,,,,,,793.684,6.210443426,6.495221546,
3,a3,UM_Y_ODR,203.435,,,,,,,,,,1528.281,6.800364199,6.512379876,
18,b2,UM_N_ODR,75.026,,,,,,,,,,563.96,5.903199855,6.516860822,
39,d3,M_Y_KF,113.275,,,,,,,,,,852.288,6.274942649,6.524060914,
23,c1,UM_Y_KF,94.438,,,,,,,,,,713.46,6.11533202,6.554797857,
18,a1,UM_Y_H,143.106,,,,,,,,,,1085.922,6.493826113,6.588235294,
2,c6,W_Y_KF,128.984,,,,,,,,,,980.766,6.402365062,6.603780314,
26,d6,TF_Y_H,169.97,,,,,,,,,,1292.692,6.65091995,6.60541272,
1,a5,TF_Y_H,205.367,,,,,,,,,,1574.787,6.829395442,6.668159928,
6,c1,M_Y_KF,106.881,,,,,,,,,,823.193,6.246019074,6.701958253,
2,a6,W_Y_H,168.038,,,,,,,,,,1317.578,6.671131467,6.840952642,
22,d3,DR_N_KF,192.211,,,,,,,,,,1512.365,6.795570557,6.868254158,
40,a6,DR_Y_N,174.386,,,,,,,,,,1378.436,6.712577679,6.904510683,
38,d3,M_N_KF,127.029,,,,,,,,,,1005.698,6.428995566,6.917074054,
33,a6,UM_Y_ODR,126.27,,,,,,,,,,1002.386,6.42629619,6.938433515,
33,a5,UM_N_ODR,114.816,,,,,,,,,,917.7,6.347537455,6.992788462,
16,a3,LR_N_N,91.609,,,,,,,,,,737.656,6.151724639,7.052221943,
10,a1,TF_Y_ODR,165.278,,,,,,,,,,1336.3,6.686896989,7.0851656,
6,d1,M_Y_ODR,160.494,,,,,,,,,,1305.917,6.666835099,7.136858699,
12,b6,M_Y_N,113.988,,,,,,,,,,932.075,6.363803966,7.176957224,
5,a1,TF_Y_H,152.95,,,,,,,,,,1252.511,6.629894508,7.189022556,
31,d1,DR_Y_H,154.008,,,,,,,,,,1262.332,6.637015628,7.196535245,
12,d5,M_N_KF,139.403,,,,,,,,,,1146.159,6.550434729,7.221910576,
32,b1,M_Y_KF,136.022,,,,,,,,,,1121.204,6.530876723,7.242813662,
40,a4,TF_Y_N,163.438,,,,,,,,,,1347.662,6.696483147,7.245707853,
1,a6,TF_N_H,185.794,,,,,,,,,,1537.044,6.815152517,7.272839812,
3,a6,LR_Y_ODR,144.072,,,,,,,,,,1196.69,6.590283374,7.306194125,
15,d2,M_Y_N,102.051,,,,,,,,,,855.715,6.289390108,7.38517016,
34,a6,TF_Y_H,197.11,,,,,,,,,,1652.941,6.88193521,7.38588098,
24,c6,M_N_N,99.636,,,,,,,,,,836.602,6.269196095,7.396583564,
33,b6,UM_Y_H,121.141,,,,,,,,,,1020.05,6.447911409,7.420353142,
39,b4,M_N_ODR,86.94,,,,,,,,,,736.184,6.154958265,7.467724868,
24,d6,M_N_KF,86.917,,,,,,,,,,744.97,6.166848585,7.571050542,
39,c4,M_N_H,85.054,,,,,,,,,,734.206,6.154461008,7.63223364,
20,a3,W_Y_N,114.425,,,,,,,,,,991.737,6.425465993,7.667135678,
39,a4,M_N_N,111.435,,,,,,,,,,973.636,6.409693371,7.737254902,
15,c5,UM_N_H,79.35,,,,,,,,,,702.236,6.116882685,7.849855072,
7,c6,M_N_H,72.91,,,,,,,,,,653.936,6.054086907,7.969085174,
15,a6,UM_Y_KF,97.244,,,,,,,,,,887.294,6.330454053,8.124408704,
32,a1,M_Y_N,122.613,,,,,,,,,,1121.204,6.541255082,8.14425061,
39,d1,LR_Y_KF,130.203,,,,,,,,,,1194.804,6.598827957,8.176470588,
11,a1,UM_Y_H,107.111,,,,,,,,,,989.023,6.429331019,8.233626798,
25,d1,M_Y_ODR,92.874,,,,,,,,,,861.396,6.305429955,8.274888559,
20,d1,UM_Y_H,166.819,,,,,,,,,,1549.28,6.833854647,8.287191507,
39,d6,UM_Y_KF,122.659,,,,,,,,,,1141.076,6.558786141,8.302831427,
31,d6,W_N_H,147.959,,,,,,,,,,1379.954,6.41719096,8.326597233,
10,d1,TF_Y_KF,170.683,,,,,,,,,,1597.511,6.862221268,8.35952028,
20,d6,TF_N_H,170.568,,,,,,,,,,1687.165,6.91689148,8.891450917,
3,a1,M_Y_ODR,120.658,,,,,,,,,,1199.542,6.610399087,8.941669844,
